lap_id,t_sec,speed_mps,acceleration_mps2
0,0.008375883102416992,0.034161116742025176,0.0
0,0.013900995254516602,0.12926111674202517,17.21232028998015
0,0.018889427185058594,0.22436111674202516,19.064106982746257
0,0.02406930923461914,0.31946111674202515,18.35949141121237
0,0.0292971134185791,0.4145611167420251,18.19119398002462
0,0.03429675102233887,0.5096611167420251,19.02137865522174
0,0.03872561454772949,0.604761116742025,21.472777260981903
0,0.04448390007019043,0.699861116742025,16.51533249420337
0,0.049492597579956055,0.794961116742025,18.986972124904792
0,0.05451560020446777,0.8900611167420249,18.932898727928606
0,0.05951356887817383,0.9851611167420249,19.02773030577684
0,0.06475234031677246,1.0802611167420249,18.15311110908842
0,0.07091379165649414,1.1753611167420248,15.434675169291484
0,0.07490968704223633,1.2704611167420248,23.79942186157517
0,0.07868123054504395,1.3655611167420247,25.21514067893039
0,0.08368635177612305,1.4606611167420247,19.000538770066203
0,0.08781576156616211,1.5557611167420247,23.029925542725163
0,0.09281158447265625,1.6508611167420246,19.035902949317546
0,0.09799361228942871,1.7431682543510671,17.812937497223718
0,0.10609078407287598,1.8310861875667999,10.857856985998486
0,0.11870026588439941,1.9148236230581244,6.640830824213515
0,0.12858009338378906,1.9945793434918364,8.072582283307998
0,0.13796687126159668,2.0701158569887084,8.04711845536014
0,0.14384698867797852,2.142064585374373,12.235933960301118
0,0.14584755897521973,2.2105962750467345,34.256076763144414
0,0.15321779251098633,2.275875733649478,8.857176409126325
0,0.15321779251098633,2.338065047098562,62189313.449084066
0,0.16356492042541504,2.3973119324714682,5.7259256735666995
0,0.16755914688110352,2.4537613056873657,14.132742307463243
0,0.17354726791381836,2.507545261029576,8.981774925452074
0,0.17802786827087402,2.558794549898247,11.43804061613487
0,0.18224358558654785,2.6076279440329206,11.583650059531584
0,0.18773674964904785,2.65416387739965,8.471608136449909
0,0.1924123764038086,2.698507579516417,9.484012399325081
0,0.19676709175109863,2.7407638028745382,9.703555798295211
0,0.2017672061920166,2.7810295409559393,8.052963298577769
0,0.20685291290283203,2.8194034077093533,7.545434476551077
0,0.21111845970153809,2.8559729361274715,8.573233431458663
0,0.21566057205200195,2.890827884103791,7.673730917897659
0,0.21979451179504395,2.9234358578313135,7.887868656626289
0,0.22491145133972168,2.954528975494388,6.07650674618883
